,$p_{ij}$,test,type1
92,0.9292929292929294,t-test,0.045
93,0.9393939393939394,t-test,0.044
94,0.9494949494949496,t-test,0.039
95,0.9595959595959597,t-test,0.036
96,0.9696969696969697,t-test,0.044
97,0.9797979797979799,t-test,0.028
98,0.98989898989899,t-test,0.008
99,1.0,t-test,0.0
100,0.0,mann-whitney,0.0
101,0.010101010101010102,mann-whitney,0.049
102,0.020202020202020204,mann-whitney,0.12
103,0.030303030303030304,mann-whitney,0.134
104,0.04040404040404041,mann-whitney,0.102
105,0.05050505050505051,mann-whitney,0.114
106,0.06060606060606061,mann-whitney,0.113
107,0.07070707070707072,mann-whitney,0.118
108,0.08080808080808081,mann-whitney,0.109
109,0.09090909090909091,mann-whitney,0.107
110,0.10101010101010102,mann-whitney,0.088
111,0.11111111111111112,mann-whitney,0.103
112,0.12121212121212122,mann-whitney,0.096
113,0.13131313131313133,mann-whitney,0.085
114,0.14141414141414144,mann-whitney,0.102
115,0.15151515151515152,mann-whitney,0.095
116,0.16161616161616163,mann-whitney,0.084
117,0.17171717171717174,mann-whitney,0.113
118,0.18181818181818182,mann-whitney,0.099
119,0.19191919191919193,mann-whitney,0.109
120,0.20202020202020204,mann-whitney,0.096
121,0.21212121212121213,mann-whitney,0.1
122,0.22222222222222224,mann-whitney,0.094
123,0.23232323232323235,mann-whitney,0.088
124,0.24242424242424243,mann-whitney,0.095
125,0.25252525252525254,mann-whitney,0.109
126,0.26262626262626265,mann-whitney,0.085
127,0.27272727272727276,mann-whitney,0.097
128,0.2828282828282829,mann-whitney,0.105
129,0.29292929292929293,mann-whitney,0.1
130,0.30303030303030304,mann-whitney,0.085
131,0.31313131313131315,mann-whitney,0.105
132,0.32323232323232326,mann-whitney,0.088
133,0.33333333333333337,mann-whitney,0.105
134,0.3434343434343435,mann-whitney,0.093
135,0.3535353535353536,mann-whitney,0.099
136,0.36363636363636365,mann-whitney,0.104
137,0.37373737373737376,mann-whitney,0.101
138,0.38383838383838387,mann-whitney,0.12
139,0.393939393939394,mann-whitney,0.087
140,0.4040404040404041,mann-whitney,0.116
141,0.4141414141414142,mann-whitney,0.111
142,0.42424242424242425,mann-whitney,0.099
143,0.43434343434343436,mann-whitney,0.102
144,0.4444444444444445,mann-whitney,0.095
145,0.4545454545454546,mann-whitney,0.083
146,0.4646464646464647,mann-whitney,0.098
147,0.4747474747474748,mann-whitney,0.104
148,0.48484848484848486,mann-whitney,0.086
149,0.494949494949495,mann-whitney,0.086
150,0.5050505050505051,mann-whitney,0.088
151,0.5151515151515152,mann-whitney,0.104
152,0.5252525252525253,mann-whitney,0.09
153,0.5353535353535354,mann-whitney,0.103
154,0.5454545454545455,mann-whitney,0.086
155,0.5555555555555556,mann-whitney,0.095
156,0.5656565656565657,mann-whitney,0.1
157,0.5757575757575758,mann-whitney,0.097
158,0.5858585858585859,mann-whitney,0.097
159,0.595959595959596,mann-whitney,0.092
160,0.6060606060606061,mann-whitney,0.088
161,0.6161616161616162,mann-whitney,0.103
162,0.6262626262626263,mann-whitney,0.102
163,0.6363636363636365,mann-whitney,0.112
164,0.6464646464646465,mann-whitney,0.098
165,0.6565656565656566,mann-whitney,0.073
166,0.6666666666666667,mann-whitney,0.09
167,0.6767676767676768,mann-whitney,0.094
168,0.686868686868687,mann-whitney,0.093
169,0.696969696969697,mann-whitney,0.112
170,0.7070707070707072,mann-whitney,0.102
171,0.7171717171717172,mann-whitney,0.1
172,0.7272727272727273,mann-whitney,0.101
173,0.7373737373737375,mann-whitney,0.105
174,0.7474747474747475,mann-whitney,0.088
175,0.7575757575757577,mann-whitney,0.103
176,0.7676767676767677,mann-whitney,0.098
177,0.7777777777777778,mann-whitney,0.109
178,0.787878787878788,mann-whitney,0.087
179,0.797979797979798,mann-whitney,0.091
180,0.8080808080808082,mann-whitney,0.106
181,0.8181818181818182,mann-whitney,0.108
182,0.8282828282828284,mann-whitney,0.095
183,0.8383838383838385,mann-whitney,0.092
184,0.8484848484848485,mann-whitney,0.096
185,0.8585858585858587,mann-whitney,0.088
186,0.8686868686868687,mann-whitney,0.102
187,0.8787878787878789,mann-whitney,0.104
188,0.888888888888889,mann-whitney,0.119
189,0.8989898989898991,mann-whitney,0.112
190,0.9090909090909092,mann-whitney,0.094
191,0.9191919191919192,mann-whitney,0.092
192,0.9292929292929294,mann-whitney,0.11
193,0.9393939393939394,mann-whitney,0.119
194,0.9494949494949496,mann-whitney,0.112
195,0.9595959595959597,mann-whitney,0.117
196,0.9696969696969697,mann-whitney,0.127
197,0.9797979797979799,mann-whitney,0.115
198,0.98989898989899,mann-whitney,0.052
199,1.0,mann-whitney,0.0
200,0.0,fisher,0.0
201,0.010101010101010102,fisher,0.0
202,0.020202020202020204,fisher,0.004
203,0.030303030303030304,fisher,0.011
204,0.04040404040404041,fisher,0.014
205,0.05050505050505051,fisher,0.022
206,0.06060606060606061,fisher,0.025
207,0.07070707070707072,fisher,0.026
208,0.08080808080808081,fisher,0.028
209,0.09090909090909091,fisher,0.036
210,0.10101010101010102,fisher,0.026
211,0.11111111111111112,fisher,0.031
212,0.12121212121212122,fisher,0.025
213,0.13131313131313133,fisher,0.035
214,0.14141414141414144,fisher,0.042
215,0.15151515151515152,fisher,0.033
216,0.16161616161616163,fisher,0.024
217,0.17171717171717174,fisher,0.03
218,0.18181818181818182,fisher,0.033
219,0.19191919191919193,fisher,0.033
220,0.20202020202020204,fisher,0.033
221,0.21212121212121213,fisher,0.034
222,0.22222222222222224,fisher,0.027
223,0.23232323232323235,fisher,0.026
224,0.24242424242424243,fisher,0.035
225,0.25252525252525254,fisher,0.036
226,0.26262626262626265,fisher,0.032
227,0.27272727272727276,fisher,0.033
228,0.2828282828282829,fisher,0.034
229,0.29292929292929293,fisher,0.04
230,0.30303030303030304,fisher,0.027
231,0.31313131313131315,fisher,0.037
232,0.32323232323232326,fisher,0.031
233,0.33333333333333337,fisher,0.035
234,0.3434343434343435,fisher,0.034
235,0.3535353535353536,fisher,0.045
236,0.36363636363636365,fisher,0.047
237,0.37373737373737376,fisher,0.043
238,0.38383838383838387,fisher,0.041
239,0.393939393939394,fisher,0.03
240,0.4040404040404041,fisher,0.03
241,0.4141414141414142,fisher,0.037
242,0.42424242424242425,fisher,0.036
243,0.43434343434343436,fisher,0.033
244,0.4444444444444445,fisher,0.033
245,0.4545454545454546,fisher,0.028
246,0.4646464646464647,fisher,0.037
247,0.4747474747474748,fisher,0.033
248,0.48484848484848486,fisher,0.022
249,0.494949494949495,fisher,0.033
250,0.5050505050505051,fisher,0.028
251,0.5151515151515152,fisher,0.031
252,0.5252525252525253,fisher,0.041
253,0.5353535353535354,fisher,0.036
254,0.5454545454545455,fisher,0.034
255,0.5555555555555556,fisher,0.033
256,0.5656565656565657,fisher,0.043
257,0.5757575757575758,fisher,0.029
258,0.5858585858585859,fisher,0.042
259,0.595959595959596,fisher,0.035
260,0.6060606060606061,fisher,0.034
261,0.6161616161616162,fisher,0.042
262,0.6262626262626263,fisher,0.044
263,0.6363636363636365,fisher,0.039
264,0.6464646464646465,fisher,0.032
265,0.6565656565656566,fisher,0.021
266,0.6666666666666667,fisher,0.032
267,0.6767676767676768,fisher,0.029
268,0.686868686868687,fisher,0.038
269,0.696969696969697,fisher,0.031
270,0.7070707070707072,fisher,0.03
271,0.7171717171717172,fisher,0.038
272,0.7272727272727273,fisher,0.032
273,0.7373737373737375,fisher,0.039
274,0.7474747474747475,fisher,0.029
275,0.7575757575757577,fisher,0.028
276,0.7676767676767677,fisher,0.037
277,0.7777777777777778,fisher,0.037
278,0.787878787878788,fisher,0.033
279,0.797979797979798,fisher,0.031
280,0.8080808080808082,fisher,0.036
281,0.8181818181818182,fisher,0.031
282,0.8282828282828284,fisher,0.028
283,0.8383838383838385,fisher,0.026
284,0.8484848484848485,fisher,0.029
285,0.8585858585858587,fisher,0.029
286,0.8686868686868687,fisher,0.028
287,0.8787878787878789,fisher,0.033
288,0.888888888888889,fisher,0.027
289,0.8989898989898991,fisher,0.025
290,0.9090909090909092,fisher,0.029
291,0.9191919191919192,fisher,0.028
292,0.9292929292929294,fisher,0.025
293,0.9393939393939394,fisher,0.018
294,0.9494949494949496,fisher,0.019
295,0.9595959595959597,fisher,0.017
296,0.9696969696969697,fisher,0.005
297,0.9797979797979799,fisher,0.002
298,0.98989898989899,fisher,0.0
299,1.0,fisher,0.0
